Research ID,Raw Skill,Skill Tag,Correlation Coefficient
"AFSC 13S1*, Entry",systems manages system,ESCO.590,0.8623529074235292
"AFSC 13S1*, Entry",systems manages system,ESCO.916,0.891795031634778
"AFSC 13S1*, Entry",systems manages system,ESCO.1079,0.891795031634778
"AFSC 13S1*, Entry",systems manages system,ESCO.1245,0.8647308514368288
"AFSC 13S1*, Entry",operations system,ESCO.688,0.8523145453305081
"AFSC 13S1*, Entry",operations system,ESCO.1245,0.8642091079252978
"AFSC 13S1*, Entry",operations system,OSN.194,0.8679952794101544
"AFSC 13S1*, Entry",system engineering,ESCO.84,0.8506832197185495
"AFSC 13S1*, Entry",system engineering,ESCO.190,0.8923647347510988
"AFSC 13S1*, Entry",system engineering,ESCO.283,0.8801729348635782
"AFSC 13S1*, Entry",system engineering,ESCO.693,0.853625510322269
"AFSC 13S1*, Entry",system engineering,ESCO.955,0.876075166872636
"AFSC 13S1*, Entry",system engineering,OSN.497,0.950000379887319
"AFSC 13S1*, Entry",operations systems,ESCO.590,0.8506204236299246
"AFSC 13S1*, Entry",operations systems,ESCO.916,0.8658497528352725
"AFSC 13S1*, Entry",operations systems,ESCO.1079,0.8658497528352725
"AFSC 13S1*, Entry",operations systems,ESCO.1245,0.9054963584089815
"AFSC 13S1*, Entry",software updates,OSN.319,0.8950803471439908
"AFSC 13S1*, Entry",electronic,ESCO.1115,0.8602923876587271
"AFSC 13S1*, Entry",communication system,ESCO.138,0.8613776453635091
"AFSC 13S1*, Entry",communication system,ESCO.1213,0.8713685874056295
"AFSC 13S1*, Entry",communication system,OSN.779,0.8980496704944054
"AFSC 13S1*, Entry",systems network,ESCO.57,0.8904266853656111
"AFSC 13S1*, Entry",systems network,ESCO.916,0.8635766385382905
"AFSC 13S1*, Entry",systems network,ESCO.1079,0.8635766385382905
"AFSC 13S1*, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 13S1*, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 13S1*, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 13S1*, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 13S1*, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 13S1*, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 13S1*, Entry",information system,OSN.524,0.9212522530743671
"AFSC 13S1*, Entry",problem solve,ESCO.116,0.881449686012299
"AFSC 13S1*, Entry",problem solve,OSN.146,0.8600250530332342
"AFSC 13S1*, Entry",management,ESCO.565,0.8695018190415156
"AFSC 13S1*, Entry",management,ESCO.888,0.8755034228670598
"AFSC 13S1*, Entry",support systems,ESCO.288,0.9177227967245528
"AFSC 13S1*, Entry",support systems,ESCO.916,0.8565054146130301
"AFSC 13S1*, Entry",support systems,ESCO.1079,0.8565054146130301
"AFSC 13S1*, Entry",support systems,ESCO.1117,0.8562643118676517
"AFSC 13S1*, Entry",communication,OSN.880,0.869581701610172
"AFSC 13S1*, Entry",information services,ESCO.187,0.8633381237134801
"AFSC 13S1*, Entry",information services,ESCO.1047,0.8995268247716066
"AFSC 13S1*, Entry",information services,ESCO.1238,0.8626621685664295
"AFSC 13S1*, Entry",information services,OSN.443,0.8548090579015657
"AFSC 13Z1, Entry Level",control processes,ESCO.49,0.8858028459841029
"AFSC 13Z1, Entry Level",control processes,ESCO.387,0.8583139160205482
"AFSC 13Z1, Entry Level",computer hardware,ESCO.999,0.9324785980034268
"AFSC 13Z1, Entry Level",computer hardware,ESCO.1106,0.920659179646307
"AFSC 13Z1, Entry Level",software communications,OSN.84,0.8963051795966283
"AFSC 13Z1, Entry Level",control system,ESCO.387,0.9471340732989019
"AFSC 13Z1, Entry Level",control system,ESCO.436,0.8720392156921882
"AFSC 13Z1, Entry Level",control system,ESCO.517,0.8835929196312978
"AFSC 13Z1, Entry Level",control system,ESCO.571,0.9314459767139128
"AFSC 13Z1, Entry Level",control system,ESCO.590,0.8976403075106413
"AFSC 13Z1, Entry Level",control system,ESCO.807,0.8599369378649053
"AFSC 13Z1, Entry Level",control system,ESCO.920,0.8628545519470182
"AFSC 13Z1, Entry Level",control system,ESCO.1063,0.8681584530091104
"AFSC 13Z1, Entry Level",control system,ESCO.1064,0.8681072849610638
"AFSC 13Z1, Entry Level",control system,ESCO.1113,0.8526763184942157
"AFSC 13Z1, Entry Level",control system,OSN.239,0.883654438206851
"AFSC 13Z1, Entry Level",control system,OSN.240,0.8819867340823506
"AFSC 13Z1, Entry Level",research,OSN.260,0.8794616282740241
"AFSC 13Z1, Entry Level",research,OSN.626,0.8893910384657686
"AFSC 13Z1, Entry Level",information system,ESCO.265,0.8586308291335879
"AFSC 13Z1, Entry Level",information system,ESCO.327,0.8665197101165986
"AFSC 13Z1, Entry Level",information system,ESCO.344,0.8544772066707875
"AFSC 13Z1, Entry Level",information system,ESCO.355,0.8696035922491209
"AFSC 13Z1, Entry Level",information system,ESCO.813,0.8604280810149119
"AFSC 13Z1, Entry Level",information system,ESCO.818,0.9072530569233033
"AFSC 13Z1, Entry Level",information system,OSN.524,0.9212522530743671
"AFSC 13Z1, Entry Level",programming,ESCO.174,0.8672291704754024
"AFSC 13Z1, Entry Level",programming,ESCO.522,0.8587864813675486
"AFSC 14F1, Entry",information technology,ESCO.775,0.8550239828391537
"AFSC 14F1, Entry",information technology,OSN.256,0.8604436420129719
"AFSC 14F1, Entry",computer hardware,ESCO.999,0.9324785980034268
"AFSC 14F1, Entry",computer hardware,ESCO.1106,0.920659179646307
"AFSC 14F1, Entry",application integration,OSN.266,0.8645907709856422
"AFSC 14F1, Entry",application integration,OSN.357,0.9327670034867214
"AFSC 14F1, Entry",application integration,OSN.358,0.8645285084484648
"AFSC 14F1, Entry",data systems,ESCO.484,0.8683090708290517
"AFSC 14F1, Entry",data systems,ESCO.766,0.9219889059152556
"AFSC 14F1, Entry",data systems,ESCO.843,0.8943131242147567
"AFSC 14F1, Entry",data systems,ESCO.854,0.8723975089976442
"AFSC 14F1, Entry",data systems,ESCO.916,0.853753262684711
"AFSC 14F1, Entry",data systems,ESCO.1006,0.8561895244259031
"AFSC 14F1, Entry",data systems,ESCO.1079,0.853753262684711
"AFSC 14F1, Entry",data systems,OSN.342,0.8915169564813274
"AFSC 14F1, Entry",coordination,OSN.345,0.8696678881923361
"AFSC 14F1, Entry",coordination,OSN.880,0.8676778378075425
"AFSC 14F1, Entry",communication system,ESCO.138,0.8613776453635091
"AFSC 14F1, Entry",communication system,ESCO.1213,0.8713685874056295
"AFSC 14F1, Entry",communication system,OSN.779,0.8980496704944054
"AFSC 14F1, Entry",research,OSN.260,0.8794616282740241
"AFSC 14F1, Entry",research,OSN.626,0.8893910384657686
"AFSC 14F1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 14F1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 14F1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 14F1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 14F1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 14F1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 14F1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 14F1, Entry",policy research,OSN.908,0.8899603631203573
"AFSC 14F1, Entry",management information,ESCO.187,0.9008854686635074
"AFSC 14F1, Entry",management information,ESCO.355,0.8625596381389595
"AFSC 14F1, Entry",management information,ESCO.1133,0.863138509933319
"AFSC 14F1, Entry",management information,OSN.212,0.8546443412652351
"AFSC 14F1, Entry",management information,OSN.392,0.8502241313142549
"AFSC 14F1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 14F1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 14N1, Entry",based systems,ESCO.190,0.8703392708257431
"AFSC 14N1, Entry",based systems,ESCO.916,0.8918605549969735
"AFSC 14N1, Entry",based systems,ESCO.1079,0.8918605549969735
"AFSC 14N1, Entry",based systems,ESCO.1245,0.8674684442324001
"AFSC 14N1, Entry",operational plans,OSN.795,0.8891402005058674
"AFSC 14N1, Entry",security analysis,ESCO.864,0.8588882902775483
"AFSC 14N1, Entry",security analysis,OSN.396,0.8880898799088421
"AFSC 14N1, Entry",operate,ESCO.528,1.0
"AFSC 14N1, Entry",solving problems,ESCO.116,0.9050924850205427
"AFSC 14N1, Entry",solving problems,OSN.146,0.9037174365995856
"AFSC 14N1, Entry",analytics,ESCO.101,0.8854834237449971
"AFSC 14N1, Entry",analytics,ESCO.123,0.8672838725575737
"AFSC 14N1, Entry",analytics,ESCO.757,0.8630345162170742
"AFSC 14N1, Entry",analytics,ESCO.761,0.8655750657481555
"AFSC 14N1, Entry",information technology,ESCO.775,0.8550239828391537
"AFSC 14N1, Entry",information technology,OSN.256,0.8604436420129719
"AFSC 14N1, Entry",collection management,ESCO.477,0.9133565545469423
"AFSC 14N1, Entry",systems requires,ESCO.916,0.8741689271761679
"AFSC 14N1, Entry",systems requires,ESCO.1079,0.8741689271761679
"AFSC 14N1, Entry",programming,ESCO.174,0.8672291704754024
"AFSC 14N1, Entry",programming,ESCO.522,0.8587864813675486
"AFSC 14N1, Entry",development management,ESCO.55,0.8555655303278783
"AFSC 14N1, Entry",development management,ESCO.544,0.8505969848681064
"AFSC 14N1, Entry",development management,ESCO.565,0.9027143732450187
"AFSC 14N1, Entry",development management,ESCO.664,0.8524350824391427
"AFSC 14N1, Entry",development management,ESCO.735,0.8538495897221235
"AFSC 14N1, Entry",development management,ESCO.888,0.852629163540296
"AFSC 14N1, Entry",development management,OSN.31,0.8905048626119845
"AFSC 14N1, Entry",development management,OSN.313,0.8537077960644136
"AFSC 14N1, Entry",development management,OSN.415,0.8524228607635937
"AFSC 14N1, Entry",development management,OSN.738,0.8768532411183982
"AFSC 14N1, Entry",coordination,OSN.345,0.8696678881923361
"AFSC 14N1, Entry",coordination,OSN.880,0.8676778378075425
"AFSC 14N1, Entry",user requirements,ESCO.1010,0.8722927289122082
"AFSC 14N1, Entry",research,OSN.260,0.8794616282740241
"AFSC 14N1, Entry",research,OSN.626,0.8893910384657686
"AFSC 14N1, Entry",enterprise management,ESCO.1200,0.8533609504603988
"AFSC 14N1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 14N1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 14N1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 14N1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 14N1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 14N1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 14N1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 14N1, Entry",policy research,OSN.908,0.8899603631203573
"AFSC 14N1, Entry",scientific method,OSN.742,0.8988058958493199
"AFSC 14N1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 14N1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 14N1, Entry",data science,ESCO.354,0.8556290868367851
"AFSC 14N1, Entry",data science,ESCO.1186,1.0
"AFSC 14N1, Entry",solve problems,ESCO.116,0.925068992525915
"AFSC 14N1, Entry",solve problems,OSN.146,0.8574854716090898
"AFSC 14N1, Entry",information systems,ESCO.105,0.8572800745341762
"AFSC 14N1, Entry",information systems,ESCO.265,0.920342212715384
"AFSC 14N1, Entry",information systems,ESCO.327,0.9150826275824924
"AFSC 14N1, Entry",information systems,ESCO.813,0.9075230913544554
"AFSC 14N1, Entry",information systems,ESCO.818,0.8783039514362997
"AFSC 14N1, Entry",information systems,ESCO.854,0.8505873353342385
"AFSC 14N1, Entry",information systems,ESCO.916,0.8570732184013353
"AFSC 14N1, Entry",information systems,ESCO.1079,0.8570732184013353
"AFSC 14N1, Entry",information systems,ESCO.1183,0.9042657329916385
"AFSC 14N1, Entry",information systems,ESCO.1269,0.8887686268003371
"AFSC 14N1, Entry",information systems,OSN.524,0.8948585396763803
"AFSC 14N1, Entry",cloud technology,ESCO.944,0.9587064939228224
"AFSC 15A1, Entry",decision analysis,OSN.690,0.8761395107314917
"AFSC 15A1, Entry",computer system,ESCO.1108,0.8582650669316709
"AFSC 15A1, Entry",decision support,ESCO.288,0.900121513505226
"AFSC 15A1, Entry",decision support,ESCO.1117,0.8706400926314989
"AFSC 15A1, Entry",computer science,ESCO.620,1.0
"AFSC 15A1, Entry",computer science,ESCO.693,0.8629955558723209
"AFSC 15A1, Entry",computer science,ESCO.914,0.9327691562855299
"AFSC 15A1, Entry",system analysis,ESCO.863,0.9222945424606142
"AFSC 15A1, Entry",system analysis,OSN.318,0.8667935060331471
"AFSC 15A1, Entry",system analysis,OSN.524,0.9390104033805453
"AFSC 15A1, Entry",system analysis,OSN.712,0.9226187372377146
"AFSC 15A1, Entry",system analysis,OSN.810,0.8560148918006835
"AFSC 15A1, Entry",analytics,ESCO.101,0.8854834237449971
"AFSC 15A1, Entry",analytics,ESCO.123,0.8672838725575737
"AFSC 15A1, Entry",analytics,ESCO.757,0.8630345162170742
"AFSC 15A1, Entry",analytics,ESCO.761,0.8655750657481555
"AFSC 15A1, Entry",machine learning,ESCO.274,1.0
"AFSC 15A1, Entry",machine learning,ESCO.661,0.9138496500925827
"AFSC 15A1, Entry",visual,ESCO.110,0.8562017974949482
"AFSC 15A1, Entry",statistical analysis,ESCO.268,0.8826925904511576
"AFSC 15A1, Entry",statistical analysis,ESCO.497,0.8965799618660176
"AFSC 15A1, Entry",statistical analysis,ESCO.863,0.8587260014318817
"AFSC 15A1, Entry",machine learn,ESCO.274,0.9120387878667723
"AFSC 15A1, Entry",machine learn,ESCO.661,0.8518342483231778
"AFSC 15A1, Entry",support services,OSN.633,0.8852825036951814
"AFSC 15A1, Entry",answer questions,OSN.882,0.8563165578266012
"AFSC 15A1, Entry",coordination,OSN.345,0.8696678881923361
"AFSC 15A1, Entry",coordination,OSN.880,0.8676778378075425
"AFSC 15A1, Entry",electronic,ESCO.1115,0.8602923876587271
"AFSC 15A1, Entry",computer programming,ESCO.174,1.0
"AFSC 15A1, Entry",computer programming,OSN.72,0.8607336037867329
"AFSC 15A1, Entry",research,OSN.260,0.8794616282740241
"AFSC 15A1, Entry",research,OSN.626,0.8893910384657686
"AFSC 15A1, Entry",artificial intelligence,ESCO.1143,0.8716680906227656
"AFSC 15A1, Entry",problem solve,ESCO.116,0.881449686012299
"AFSC 15A1, Entry",problem solve,OSN.146,0.8600250530332342
"AFSC 15A1, Entry",risk assessment,OSN.865,0.8923856862554614
"AFSC 15A1, Entry",problem solving,ESCO.116,0.8741707876150491
"AFSC 15A1, Entry",problem solving,OSN.146,0.9198053407634387
"AFSC 15A1, Entry",development testing,OSN.28,0.8735866575255213
"AFSC 15A1, Entry",development testing,OSN.414,0.8690216799678877
"AFSC 15A1, Entry",development testing,OSN.493,0.8804627430639227
"AFSC 15A1, Entry",development testing,OSN.817,0.9237100983009885
"AFSC 15A1, Entry",data science,ESCO.354,0.8556290868367851
"AFSC 15A1, Entry",data science,ESCO.1186,1.0
"AFSC 15A1, Entry",solve problems,ESCO.116,0.925068992525915
"AFSC 15A1, Entry",solve problems,OSN.146,0.8574854716090898
"AFSC 15A1, Entry",communication,OSN.880,0.869581701610172
"AFSC 15A1, Entry",analysis quantitative,ESCO.497,1.0
"AFSC 15A1, Entry",data management,ESCO.44,0.8757770780257028
"AFSC 15A1, Entry",data management,ESCO.433,0.8596872502289103
"AFSC 15A1, Entry",data management,ESCO.766,0.8533614930870694
"AFSC 15A1, Entry",data management,ESCO.795,0.8895244806017883
"AFSC 15A1, Entry",data management,ESCO.843,0.8674980278759826
"AFSC 15A1, Entry",data management,ESCO.854,0.885189091163468
"AFSC 15A1, Entry",data management,ESCO.1133,0.9366025818573024
"AFSC 15A1, Entry",data management,ESCO.1147,0.8910242778235221
"AFSC 15A1, Entry",data management,OSN.212,0.8742033822716658
"AFSC 15A1, Entry",data management,OSN.507,0.8591253580488102
"AFSC 15W1*, Entry",processing analysis,OSN.482,0.873528096262243
"AFSC 15W1*, Entry",processing analysis,OSN.766,0.8559866949750702
"AFSC 15W1*, Entry",processing analysis,OSN.810,0.8969935916407148
"AFSC 15W1*, Entry",computer science,ESCO.620,1.0
"AFSC 15W1*, Entry",computer science,ESCO.693,0.8629955558723209
"AFSC 15W1*, Entry",computer science,ESCO.914,0.9327691562855299
"AFSC 15W1*, Entry",instrumentation,ESCO.913,0.8570831590593054
"AFSC 15W1*, Entry",instrumentation,OSN.774,0.864277717832946
"AFSC 15W1*, Entry",machine learning,ESCO.274,1.0
"AFSC 15W1*, Entry",machine learning,ESCO.661,0.9138496500925827
"AFSC 15W1*, Entry",software engineering,ESCO.128,0.8931987880626979
"AFSC 15W1*, Entry",software engineering,ESCO.313,0.8616844955274465
"AFSC 15W1*, Entry",software engineering,ESCO.693,0.8844266311442396
"AFSC 15W1*, Entry",software engineering,OSN.376,0.878381822044469
"AFSC 15W1*, Entry",software engineering,OSN.377,0.8842441630567311
"AFSC 15W1*, Entry",software engineering,OSN.497,0.85174577099005
"AFSC 15W1*, Entry",operating,ESCO.1245,0.887415991611435
"AFSC 15W1*, Entry",software development,ESCO.608,0.8762807215606644
"AFSC 15W1*, Entry",software development,ESCO.664,0.8991440857279609
"AFSC 15W1*, Entry",software development,ESCO.719,0.8511867752769854
"AFSC 15W1*, Entry",software development,ESCO.735,0.9166489133409751
"AFSC 15W1*, Entry",software development,ESCO.786,0.8503588211141622
"AFSC 15W1*, Entry",software development,ESCO.787,0.8662682466355776
"AFSC 15W1*, Entry",software development,ESCO.792,0.8512944620559401
"AFSC 15W1*, Entry",software development,ESCO.933,0.8534628409250434
"AFSC 15W1*, Entry",software development,OSN.31,0.936322406181883
"AFSC 15W1*, Entry",software development,OSN.84,0.9319807732544736
"AFSC 15W1*, Entry",software development,OSN.297,0.9272214807764664
"AFSC 15W1*, Entry",software development,OSN.377,0.8851526598856373
"AFSC 15W1*, Entry",software development,OSN.415,0.9085917560234676
"AFSC 15W1*, Entry",software development,OSN.488,0.8560385300811152
"AFSC 15W1*, Entry",software development,OSN.501,0.8608765811467397
"AFSC 15W1*, Entry",software development,OSN.502,0.8554409310994415
"AFSC 15W1*, Entry",software development,OSN.506,0.8546770269250495
"AFSC 15W1*, Entry",software development,OSN.507,0.881494436086336
"AFSC 15W1*, Entry",software development,OSN.508,0.8643710640682275
"AFSC 15W1*, Entry",software development,OSN.509,0.8955746833821474
"AFSC 15W1*, Entry",software development,OSN.510,0.9123216277586735
"AFSC 15W1*, Entry",software development,OSN.583,0.8986943716753171
"AFSC 15W1*, Entry",operational planning,OSN.737,0.8569629005102701
"AFSC 15W1*, Entry",operational planning,OSN.795,0.8688828647582415
"AFSC 15W1*, Entry",research,OSN.260,0.8794616282740241
"AFSC 15W1*, Entry",research,OSN.626,0.8893910384657686
"AFSC 15W1*, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 15W1*, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 15W1*, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 15W1*, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 15W1*, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 15W1*, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 15W1*, Entry",information system,OSN.524,0.9212522530743671
"AFSC 15W1*, Entry",artificial intelligence,ESCO.1143,0.8716680906227656
"AFSC 15W1*, Entry",management,ESCO.565,0.8695018190415156
"AFSC 15W1*, Entry",management,ESCO.888,0.8755034228670598
"AFSC 15W1*, Entry",cloud computing,ESCO.944,0.8811387488545864
"AFSC 15W1*, Entry",data science,ESCO.354,0.8556290868367851
"AFSC 15W1*, Entry",data science,ESCO.1186,1.0
"AFSC 16F1*, Entry",security policies,ESCO.118,0.889923875612456
AFSC 16F Career Field Education and Training Plan (CFETP),operating,ESCO.1245,0.887415991611435
"AFSC 16G1, Entry",plans development,ESCO.1153,0.8817779111703531
"AFSC 16G1, Entry",plans development,OSN.9,0.8510010617055505
"AFSC 16G1, Entry",plans development,OSN.313,0.8977478701217807
"AFSC 16G1, Entry",plans development,OSN.314,0.8814267935220219
"AFSC 16G1, Entry",plans development,OSN.784,0.850966588306944
"AFSC 16G1, Entry",control system,ESCO.387,0.9471340732989019
"AFSC 16G1, Entry",control system,ESCO.436,0.8720392156921882
"AFSC 16G1, Entry",control system,ESCO.517,0.8835929196312978
"AFSC 16G1, Entry",control system,ESCO.571,0.9314459767139128
"AFSC 16G1, Entry",control system,ESCO.590,0.8976403075106413
"AFSC 16G1, Entry",control system,ESCO.807,0.8599369378649053
"AFSC 16G1, Entry",control system,ESCO.920,0.8628545519470182
"AFSC 16G1, Entry",control system,ESCO.1063,0.8681584530091104
"AFSC 16G1, Entry",control system,ESCO.1064,0.8681072849610638
"AFSC 16G1, Entry",control system,ESCO.1113,0.8526763184942157
"AFSC 16G1, Entry",control system,OSN.239,0.883654438206851
"AFSC 16G1, Entry",control system,OSN.240,0.8819867340823506
"AFSC 16G1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 16G1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 16G1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 16G1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 16G1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 16G1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 16G1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 16G1, Entry",programming,ESCO.174,0.8672291704754024
"AFSC 16G1, Entry",programming,ESCO.522,0.8587864813675486
"AFSC 16K1, Entry",computer science,ESCO.620,1.0
"AFSC 16K1, Entry",computer science,ESCO.693,0.8629955558723209
"AFSC 16K1, Entry",computer science,ESCO.914,0.9327691562855299
"AFSC 16K1, Entry",css,ESCO.1150,0.9999999999999999
"AFSC 16K1, Entry",mobile application development,ESCO.750,0.8833898789876409
"AFSC 16K1, Entry",mobile application development,OSN.391,0.90224253245994
"AFSC 16K1, Entry",mobile application development,OSN.483,0.8514592999866774
"AFSC 16K1, Entry",mobile application development,OSN.484,0.86314449701033
"AFSC 16K1, Entry",mobile application development,OSN.485,0.86083824102299
"AFSC 16K1, Entry",mobile application development,OSN.488,0.893677172178677
"AFSC 16K1, Entry",software system,ESCO.57,0.8521709519534107
"AFSC 16K1, Entry",software system,ESCO.201,0.868906594955337
"AFSC 16K1, Entry",software system,ESCO.361,0.8630217459753159
"AFSC 16K1, Entry",software system,ESCO.429,0.8929869983341967
"AFSC 16K1, Entry",software system,ESCO.710,0.8620510529565778
"AFSC 16K1, Entry",software system,ESCO.786,0.8563970459335977
"AFSC 16K1, Entry",software system,OSN.616,0.8621993090451988
"AFSC 16K1, Entry",security software,OSN.396,0.8883753304944428
"AFSC 16K1, Entry",software development,ESCO.608,0.8762807215606644
"AFSC 16K1, Entry",software development,ESCO.664,0.8991440857279609
"AFSC 16K1, Entry",software development,ESCO.719,0.8511867752769854
"AFSC 16K1, Entry",software development,ESCO.735,0.9166489133409751
"AFSC 16K1, Entry",software development,ESCO.786,0.8503588211141622
"AFSC 16K1, Entry",software development,ESCO.787,0.8662682466355776
"AFSC 16K1, Entry",software development,ESCO.792,0.8512944620559401
"AFSC 16K1, Entry",software development,ESCO.933,0.8534628409250434
"AFSC 16K1, Entry",software development,OSN.31,0.936322406181883
"AFSC 16K1, Entry",software development,OSN.84,0.9319807732544736
"AFSC 16K1, Entry",software development,OSN.297,0.9272214807764664
"AFSC 16K1, Entry",software development,OSN.377,0.8851526598856373
"AFSC 16K1, Entry",software development,OSN.415,0.9085917560234676
"AFSC 16K1, Entry",software development,OSN.488,0.8560385300811152
"AFSC 16K1, Entry",software development,OSN.501,0.8608765811467397
"AFSC 16K1, Entry",software development,OSN.502,0.8554409310994415
"AFSC 16K1, Entry",software development,OSN.506,0.8546770269250495
"AFSC 16K1, Entry",software development,OSN.507,0.881494436086336
"AFSC 16K1, Entry",software development,OSN.508,0.8643710640682275
"AFSC 16K1, Entry",software development,OSN.509,0.8955746833821474
"AFSC 16K1, Entry",software development,OSN.510,0.9123216277586735
"AFSC 16K1, Entry",software development,OSN.583,0.8986943716753171
"AFSC 16K1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 16K1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 16K1, Entry",computer engineering,ESCO.128,0.8599207630766728
"AFSC 16K1, Entry",computer engineering,ESCO.283,0.8815969999849445
"AFSC 16K1, Entry",computer engineering,ESCO.620,0.8629955558723209
"AFSC 16K1, Entry",computer engineering,ESCO.693,0.9999999999999998
"AFSC 16K1, Entry",computer engineering,ESCO.1108,0.8733540385436934
"AFSC 16K1, Entry",computer engineering,OSN.497,0.8622469844097814
"AFSC 16K1, Entry",web application development,ESCO.683,0.8504611141721878
"AFSC 16K1, Entry",web application development,ESCO.750,0.8765718163285037
"AFSC 16K1, Entry",web application development,OSN.382,0.8569091257462649
"AFSC 16K1, Entry",web application development,OSN.391,1.0
"AFSC 16K1, Entry",web application development,OSN.483,0.8809620058265715
"AFSC 16K1, Entry",web application development,OSN.484,0.8715721838361665
"AFSC 16K1, Entry",web application development,OSN.485,0.8628979557827986
"AFSC 16K1, Entry",web application development,OSN.488,0.9600796501661406
"AFSC 16K1, Entry",web application development,OSN.501,0.8577925358751531
"AFSC 16K1, Entry",web application development,OSN.642,0.8707270768714495
"AFSC 16K1, Entry",data science,ESCO.354,0.8556290868367851
"AFSC 16K1, Entry",data science,ESCO.1186,1.0
"AFSC 16K1, Entry",web application,OSN.391,0.9347784280012589
"AFSC 16K1, Entry",web application,OSN.488,0.8891603615507325
"AFSC 16K1, Entry",machine learn,ESCO.274,0.9120387878667723
"AFSC 16K1, Entry",machine learn,ESCO.661,0.8518342483231778
"AFSC 16K1, Entry",application development,ESCO.683,0.8916192092802986
"AFSC 16K1, Entry",application development,ESCO.750,0.9375846666019195
"AFSC 16K1, Entry",application development,OSN.31,0.8643692016956326
"AFSC 16K1, Entry",application development,OSN.391,0.9361818876758636
"AFSC 16K1, Entry",application development,OSN.483,0.895822728655201
"AFSC 16K1, Entry",application development,OSN.484,0.9074917618923225
"AFSC 16K1, Entry",application development,OSN.485,0.8927734041316453
"AFSC 16K1, Entry",application development,OSN.488,0.9046810349540796
"AFSC 16K1, Entry",application development,OSN.520,0.8546337889407167
"AFSC 16K1, Entry",application development,OSN.617,0.9058201066880223
"AFSC 16K1, Entry",natural language processing,ESCO.1284,1.0
"AFSC 16K1, Entry",visual,ESCO.110,0.8562017974949482
"AFSC 16P1, Entry",security policies,ESCO.118,0.889923875612456
"AFSC 16R1, Entry",management,ESCO.565,0.8695018190415156
"AFSC 16R1, Entry",management,ESCO.888,0.8755034228670598
"AFSC 16R1, Entry",information system,ESCO.265,0.8586308291335879
"AFSC 16R1, Entry",information system,ESCO.327,0.8665197101165986
"AFSC 16R1, Entry",information system,ESCO.344,0.8544772066707875
"AFSC 16R1, Entry",information system,ESCO.355,0.8696035922491209
"AFSC 16R1, Entry",information system,ESCO.813,0.8604280810149119
"AFSC 16R1, Entry",information system,ESCO.818,0.9072530569233033
"AFSC 16R1, Entry",information system,OSN.524,0.9212522530743671
"AFSC 16R1, Entry",plan development,ESCO.1153,0.8601370956579085
"AFSC 16R1, Entry",plan development,OSN.313,0.935337607060335
"AFSC 16R1, Entry",plan development,OSN.314,0.9118465198905958
"AFSC 16R1, Entry",plan development,OSN.795,0.8639103038788355
"AFSC 16R1, Entry",plan development,OSN.818,0.8711018702472542
"AFSC 16R1, Entry",programming,ESCO.174,0.8672291704754024
"AFSC 16R1, Entry",programming,ESCO.522,0.8587864813675486
"AFSC 16Z1*, Entry",operating,ESCO.1245,0.887415991611435
"AFSC 16Z1*, Entry",security policies,ESCO.118,0.889923875612456
"AFSC 16Z1*, Entry",r,ESCO.396,1.0
"AFSC 17D1*, Entry",computer science,ESCO.620,1.0
